TID,GID,TNAME,PTS,1QP,2QP,3QP,4QP,RFD,PFD,IFD,RY,RA,PY,PA,PC,SK,INT,FUM,PU,GPY,PR,PRY,KR,KRY,IR,IRY,PEN,TOP,TD,TDR,TDP,TDT,FGM,FGAT,FGY,RZA,RZC,BRY,BPY,SRP,S1RP,S2RP,S3RP,SPP,S1PP,S2PP,S3PP,LEA,LEY,LTA,LTY,LGA,LGY,MDA,MDY,RGA,RGY,RTA,RTY,REA,REY,R1A,R1Y,R2A,R2Y,R3A,R3Y,QBA,QBY,SLA,SLY,SMA,SMY,SRA,SRY,DLA,DLY,DMA,DMY,DRA,DRY,WR1A,WR1Y,WR3A,WR3Y,TEA,TEY,RBA,RBY,SGA,SGY,P1A,P1Y,P2A,P2Y,P3A,P3Y,SPC,MPC,LPC,Q1RA,Q1RY,Q1PA,Q1PY,LCRA,LCRY,LCPA,LCPY,RZRA,RZRY,RZPA,RZPY,SKY,LBS,DBS,SFPY,DRV,NPY,TB,I20,RTD,LNR,LNP,LBR,LBP,DBR,DBP,NHA,S3A,S3C,L3A,L3C,STF,DP,FSP,OHP,PBEP,DLP,DSP,DMP,PFN
78,3227,WAS,31,7,3,14,7,15,13,3,213,34,168,33,21,6,0,1,7,310,1,-1,3,100,1,0,60,32.5,4,2,1,1,1,1,36,5,3,108,52,22,15,5,2,17,10,6,1,11,94,0,0,1,4,9,45,1,4,4,33,8,32,20,141,10,36,4,35,11,85,7,45,12,84,9,40,1,0,3,52,1,0,10,78,7,20,9,90,7,33,53,295,18,76,13,60,8,32,5,13,3,4,25,8,18,6,50,8,25,7,30,3,-3,53,0,0,291,13,266,1,2,0,8.5,1,12,6.5,10.5,11.5,6,0,0,11,2,7,0,1,1,0,0,2,3,0
79,3228,KC,27,3,3,7,11,10,16,1,273,45,237,43,26,3,1,2,5,208,3,40,5,95,1,32,40,42.5,1,1,0,0,6,6,216,4,0,156,20,19,13,4,2,18,5,6,7,10,57,5,15,4,21,1,2,6,21,12,74,7,32,28,181,15,36,2,5,0,0,16,129,5,55,16,64,2,0,2,0,2,0,19,81,8,64,4,22,12,81,30,166,12,70,16,81,18,93,8,15,4,7,35,6,47,22,57,19,86,7,12,6,8,11,0,0,405,15,206,0,4,0,18.5,0,12.5,6.5,13,18.5,0,2,2,11,4,12,2,3,3,0,1,0,0,0
80,3228,NO,24,7,3,14,0,2,12,0,84,18,205,36,20,4,1,0,6,335,1,2,5,107,1,28,45,26,3,0,3,0,1,2,40,4,3,47,97,6,4,1,1,16,6,6,4,3,42,1,3,7,21,0,0,5,5,2,6,0,0,15,31,2,6,1,40,0,0,13,89,3,21,13,43,3,17,1,0,3,70,14,123,4,40,8,16,10,61,27,141,10,87,18,27,12,91,3,12,5,5,43,10,98,3,-1,8,-14,3,9,9,18,35,4,0,390,14,275,1,1,0,5,0,5.5,4,7.5,12,0,1,1,11,4,5,0,1,1,1,0,1,0,0
81,3229,DET,41,6,3,7,25,11,23,2,141,36,442,54,43,1,0,1,4,156,0,0,2,42,0,0,91,40.5,4,1,3,0,4,4,159,6,3,12,142,23,9,14,0,33,20,10,3,4,9,4,26,3,16,17,61,4,15,4,14,0,0,16,68,17,75,3,-2,3,11,16,79,12,80,19,171,1,26,3,74,3,20,24,233,7,75,13,61,10,81,61,461,28,193,17,220,10,29,11,22,10,10,36,8,30,13,58,23,191,7,8,10,47,8,1,0,434,14,83,0,1,0,19,0,9.5,13,6.5,24,26,4,0,6,1,5,0,0,2,1,4,3,2,0
82,3229,TEN,44,10,10,0,21,4,13,4,59,19,378,42,29,0,0,2,1,41,3,73,4,174,0,0,32,28,5,0,2,1,3,5,95,2,0,66,188,6,3,2,1,18,8,6,4,4,17,2,5,2,4,7,22,2,1,1,11,1,-3,12,4,5,33,2,20,4,33,13,87,7,46,16,57,3,92,2,60,1,24,25,197,3,20,11,139,3,10,37,262,17,165,15,121,10,80,11,10,8,4,19,9,77,4,-8,11,119,2,-5,5,8,0,0,0,241,10,41,0,0,2,7,0,6.5,6.5,4.5,17.5,3,1,1,7,2,8,7,1,0,4,0,1,2,0
83,3230,SF,13,0,3,10,0,5,14,0,89,20,191,35,24,3,1,2,3,146,2,24,4,193,0,0,60,26.5,1,0,1,0,2,3,58,3,1,32,42,10,5,5,0,21,12,5,4,9,56,1,2,1,1,3,12,3,6,2,11,1,1,12,46,7,42,1,1,4,26,8,49,7,51,16,62,1,0,0,0,3,42,14,67,8,72,10,54,3,11,24,101,16,112,13,37,9,42,5,16,3,3,20,10,31,0,0,0,0,4,10,3,8,13,2,0,340,10,146,0,1,0,4.5,1.5,6.5,7,8,13.5,0,0,0,5,1,3,0,0,0,1,0,1,4,0
84,3230,MIN,24,7,10,0,7,6,15,4,149,38,198,35,21,0,0,2,4,181,0,0,3,74,1,24,10,33.5,3,1,2,0,1,1,52,2,2,54,24,19,11,7,1,18,3,8,7,4,17,2,11,6,32,17,82,5,8,3,9,1,4,22,87,13,62,3,14,4,38,11,63,9,68,10,29,1,24,1,0,3,14,11,89,8,32,8,36,8,41,17,73,9,34,15,105,11,59,5,14,2,10,21,11,72,1,2,1,2,6,16,5,14,0,0,0,312,11,137,1,1,0,8,0.5,23,6.5,4,9,0,7,4,6,3,10,0,0,1,0,0,0,0,0
85,3231,PHI,6,0,0,6,0,4,12,0,126,21,182,37,17,5,0,3,5,246,2,16,3,66,0,0,65,25.5,0,0,0,0,2,2,76,2,0,62,80,10,7,3,0,14,4,5,5,1,3,6,53,0,0,6,42,0,0,6,18,2,10,12,73,7,49,2,4,0,0,15,96,2,5,11,45,4,34,0,0,5,37,14,81,12,84,6,36,5,16,26,161,15,27,14,79,13,76,4,6,7,4,14,7,47,0,0,0,0,0,0,4,8,35,4,1,242,11,194,0,1,0,4,0,10.5,3,6.5,13,5,1,0,11,4,5,0,1,1,1,0,0,2,0
86,3231,ARI,27,10,14,0,3,3,12,1,101,32,193,24,17,3,0,0,6,283,5,52,1,12,0,0,60,34.5,3,0,2,1,2,2,74,4,1,70,88,11,8,1,2,14,4,6,4,4,-1,6,6,0,0,14,59,0,0,5,21,3,15,20,57,7,-6,5,49,2,17,9,94,1,15,12,76,2,37,0,0,0,0,15,169,3,8,4,33,2,12,26,125,5,72,13,65,9,56,3,9,5,7,8,11,69,0,0,0,0,7,-2,2,8,29,0,0,384,11,247,1,2,0,14.5,0,8.5,3.5,9,11.5,0,2,1,10,3,14,7,1,1,1,0,1,2,1
87,3232,ATL,27,6,14,0,7,5,18,2,119,26,265,40,30,2,1,0,5,223,2,34,0,0,2,-2,15,36,4,1,3,0,0,0,0,5,4,43,29,12,7,5,0,24,8,8,8,2,18,2,9,1,1,12,60,2,4,3,17,4,10,13,68,11,45,2,6,1,4,13,80,9,74,12,54,2,29,2,38,1,0,15,122,2,13,14,92,8,48,18,105,18,104,13,87,11,74,7,19,4,6,20,14,95,0,0,0,0,5,16,6,30,10,1,0,289,10,212,0,2,0,6,0.5,12.5,7,6.5,19.5,0,1,1,7,3,3,0,0,1,1,0,0,0,0
88,3232,SD,3,0,0,3,0,6,9,0,117,16,164,38,21,1,2,2,4,206,2,11,1,31,1,3,17,24,0,0,0,0,1,1,41,2,0,62,28,9,4,3,2,15,7,5,3,2,11,0,0,0,0,8,31,1,40,1,2,4,21,11,72,3,18,2,15,1,3,13,54,5,21,13,54,5,28,1,16,1,0,9,52,10,50,9,27,10,44,39,190,14,62,16,68,9,34,10,8,3,2,10,7,17,0,0,0,0,4,18,1,0,9,0,0,230,11,152,1,0,0,4.5,2,6,4,5.5,15,0,1,1,7,2,0,0,2,0,0,0,2,0,0
89,3233,HOU,31,7,14,10,0,7,13,3,152,34,284,30,17,1,1,1,5,271,4,19,1,0,0,0,69,31.5,4,0,4,0,1,1,41,3,2,54,185,18,10,6,2,13,4,4,5,5,46,1,0,7,22,4,6,6,17,9,46,2,15,19,92,12,48,3,12,0,0,11,83,3,70,7,32,2,0,4,105,1,0,4,72,11,139,9,65,4,14,12,41,11,108,9,128,11,48,6,5,6,5,55,5,74,5,12,1,12,3,6,3,17,6,0,0,281,13,222,1,1,0,17.5,0,4,2,12.5,10,0,2,2,7,2,6,0,3,1,0,0,4,1,0
90,3233,DEN,25,5,6,0,14,5,14,5,59,21,316,51,26,3,0,1,8,381,4,29,4,84,1,7,75,28.5,2,0,2,0,3,3,108,3,1,26,174,7,4,2,1,20,10,5,5,2,3,5,5,0,0,11,39,1,3,2,9,0,0,13,40,6,15,2,4,0,0,14,57,12,92,13,53,3,0,3,73,6,48,22,166,7,73,15,67,7,17,51,217,20,162,19,74,15,73,7,12,7,8,32,11,70,0,0,2,29,4,-2,5,12,14,0.5,0,381,14,342,1,3,0,8.5,0,5,4,7.5,18,1,2,2,12,3,7,2,1,3,0,0,1,3,0
91,3234,PIT,31,14,3,14,0,6,18,0,54,20,379,47,36,1,0,2,3,108,2,22,2,44,1,26,81,36,4,0,4,0,1,1,33,4,3,0,113,10,2,5,3,28,12,9,7,0,0,2,6,1,0,11,35,2,4,3,9,1,1,9,19,7,23,4,13,0,0,10,86,14,164,13,77,1,0,6,65,2,0,11,123,16,137,10,60,9,72,33,277,20,149,17,115,11,123,9,17,10,5,14,17,117,4,15,6,53,4,2,5,42,5,0,0,295,10,103,0,1,0,5.5,4,5,11.5,7.5,17.5,18,6,5,7,3,5,0,2,3,2,1,1,1,1
92,3234,OAK,34,7,7,7,13,4,15,2,119,21,202,34,24,1,1,0,3,155,1,5,2,87,0,0,25,24,4,1,3,0,2,2,75,4,3,80,0,8,4,3,1,20,9,5,6,2,-1,10,42,0,0,2,0,2,6,2,42,3,6,9,69,9,22,3,4,2,5,11,38,10,97,6,30,2,18,2,0,3,26,15,59,6,52,6,69,7,29,9,52,17,93,9,52,9,57,9,9,6,3,44,6,6,6,13,10,65,10,23,8,34,7,1,0,338,10,133,0,1,0,1,0.5,10.5,5,7.5,14.5,17,2,2,7,4,6,0,2,0,0,0,0,1,0
93,3235,NE,30,13,7,7,3,6,19,8,77,34,319,41,28,2,0,0,4,172,1,11,1,24,1,36,83,31,3,2,1,0,3,3,106,5,3,14,109,14,7,4,3,24,11,9,4,7,4,2,18,6,15,4,-6,5,18,8,25,2,2,20,52,10,12,4,12,0,0,17,131,6,81,15,64,2,59,1,0,0,0,12,108,20,181,5,33,4,13,36,175,17,186,15,86,11,47,3,21,4,11,29,13,114,4,5,6,10,8,22,7,26,16,1.5,0,266,10,153,0,2,0,9,1,16,2,4,24,35,3,3,10,3,11,0,1,2,0,1,6,0,1
94,3235,BAL,31,0,14,7,10,6,17,5,122,25,382,39,28,0,1,0,3,136,2,19,4,81,0,0,135,29,4,1,3,0,1,1,27,3,2,15,252,13,6,6,1,22,11,8,3,2,8,2,19,12,55,2,6,2,7,4,20,1,8,13,67,10,52,2,4,1,5,3,5,5,51,17,125,5,87,3,73,6,41,17,175,4,86,9,55,9,66,19,176,20,132,12,195,7,55,12,5,11,4,11,5,10,1,1,4,44,1,7,4,25,0,0,0,216,10,105,1,2,0,6,0,12.5,6,5.5,18,36,2,1,3,1,2,0,2,3,0,0,4,5,0
95,3236,GB,12,0,0,6,6,6,11,5,84,21,184,39,26,8,0,0,6,267,3,12,1,23,0,0,127,33.5,1,1,0,0,2,2,69,2,1,36,31,12,8,3,1,19,6,7,6,2,20,1,-3,1,3,7,38,1,0,7,20,2,6,12,62,7,19,2,3,0,0,11,15,7,61,18,116,2,31,0,0,0,0,19,109,3,-1,7,71,9,44,31,191,17,39,17,55,13,90,8,17,1,2,16,10,22,7,-4,12,74,3,1,4,15,39,0,0,166,9,262,0,3,0,6,0,7.5,11,5.5,14,4,2,1,8,3,7,0,0,3,1,1,2,5,0
96,3236,SEA,14,0,7,0,7,6,4,4,127,29,111,21,10,1,0,0,6,309,2,5,2,42,0,0,118,26.5,2,0,2,0,0,0,0,1,0,23,87,16,9,4,3,8,5,2,1,0,0,9,39,2,3,2,17,2,9,13,52,1,7,13,67,11,31,5,29,3,18,3,9,1,3,10,31,2,24,2,0,3,63,8,90,4,18,8,21,1,1,16,72,8,70,5,14,9,27,3,4,3,6,30,8,28,8,31,11,61,4,3,3,7,19,1,0,243,10,297,0,3,0,9.5,0,13,6,4.5,2,1,2,1,6,1,4,0,3,4,2,1,2,4,0
97,3237,CLE,16,0,7,3,6,1,17,2,43,17,314,51,25,1,1,1,7,290,2,54,2,47,1,0,66,27,1,1,0,0,3,3,153,2,1,0,134,5,4,1,0,20,7,10,3,2,-1,6,14,4,17,1,-2,2,12,0,0,2,3,9,24,8,19,0,0,0,0,11,40,10,69,18,124,4,65,4,22,3,0,12,88,16,98,12,67,10,67,23,95,21,100,15,183,16,31,8,7,10,6,14,9,38,0,0,8,57,1,1,3,19,6,1,0,289,13,290,0,2,0,5.5,1,7,12,3.5,11,1,1,1,10,0,6,0,0,1,1,1,2,3,0
98,3237,BAL,23,0,9,14,0,5,16,2,101,27,337,46,28,4,1,0,7,322,1,0,3,68,1,63,100,33,3,1,1,1,1,2,45,4,2,47,143,10,3,5,2,23,9,11,3,4,8,2,2,8,45,3,21,3,5,3,13,4,7,13,23,10,66,4,12,2,4,9,42,6,61,18,113,4,39,2,18,7,83,22,228,9,56,2,0,13,72,36,215,20,98,18,147,12,92,2,17,9,7,13,8,44,6,21,1,28,3,2,5,15,19,1,1,368,13,228,2,3,0,11.5,2.5,6.5,8.5,7,14,41,3,2,10,2,7,7,4,3,1,0,1,4,0
99,3238,NE,52,7,0,14,31,19,13,1,247,40,333,36,22,1,0,2,3,119,1,14,1,20,4,56,10,31,7,4,3,0,1,3,30,6,5,135,120,27,13,14,0,18,11,3,4,0,0,8,48,11,65,14,81,6,40,1,13,0,0,19,152,20,94,1,1,1,4,13,115,9,79,4,18,4,0,3,64,3,66,7,50,11,131,13,122,5,39,32,319,21,162,6,67,10,106,1,10,11,4,30,8,80,4,42,3,28,10,43,5,34,7,0,0,571,16,119,0,3,0,7.5,1,16.5,5,12,13,15,2,0,8,3,9,0,0,1,0,0,0,0,0
100,3238,BUF,28,0,14,7,7,4,15,0,98,27,340,39,22,3,4,2,5,209,0,0,1,26,0,0,17,29,4,0,4,0,0,0,0,1,0,37,227,12,7,4,1,18,8,3,7,1,0,1,0,4,5,13,67,5,25,2,-6,1,7,14,51,11,42,2,5,3,14,8,87,10,104,7,16,7,56,2,20,5,59,21,139,2,49,8,62,8,92,56,363,17,122,12,82,13,128,4,9,9,9,25,9,62,3,21,0,0,2,5,1,20,10,1,0,432,16,195,0,2,0,9.5,1,8.5,2,7,14,10,1,0,10,5,9,0,2,1,1,0,1,1,0
101,3239,SD,37,17,10,0,10,7,9,3,105,33,189,23,18,3,1,0,5,269,1,0,2,53,3,73,75,34,4,1,2,1,3,3,116,4,3,26,75,15,8,7,0,13,4,6,3,4,21,3,13,0,0,14,25,7,24,1,2,4,12,18,57,13,40,2,0,0,0,10,63,3,23,8,102,2,21,0,0,0,0,3,23,7,16,3,59,10,111,20,145,8,47,8,69,10,73,5,8,5,9,17,11,102,0,0,0,0,6,12,5,37,20,1,0,462,13,210,1,0,0,6.5,0,19.5,3,5,13,0,3,0,5,1,11,7,0,2,1,0,4,1,0
102,3239,KC,20,0,6,7,7,6,15,4,119,22,234,40,24,2,3,3,4,205,3,39,4,109,1,1,80,26,3,1,2,0,0,0,0,1,1,75,80,10,6,4,0,19,9,6,4,6,74,1,-11,0,0,11,49,0,0,2,8,2,2,15,83,6,32,1,7,0,0,13,62,6,50,16,84,2,55,0,0,1,0,16,114,6,62,7,18,11,57,31,190,18,114,15,59,9,61,7,12,5,2,-10,8,28,0,0,0,0,1,-1,2,13,17,2,0,359,14,205,0,3,0,4.5,0.5,10.5,6,5,15.5,10,0,0,8,3,5,0,2,2,3,0,3,0,0
103,3240,CAR,28,7,7,7,7,11,10,0,199,35,205,25,15,3,0,1,6,271,3,23,2,55,1,21,64,30,4,2,2,0,0,0,0,3,3,129,97,19,10,7,2,13,5,6,2,6,69,1,1,4,23,4,21,6,18,1,7,13,60,19,92,12,88,4,19,0,0,11,101,4,22,6,14,1,27,0,0,3,51,9,52,3,56,7,89,6,18,46,313,11,67,10,85,7,53,2,7,6,4,42,6,33,11,59,6,60,4,31,3,19,10,1,0,308,13,254,0,2,0,12,1,13,0,8,11,1,2,1,7,3,6,0,2,1,2,3,1,3,0
104,3240,ATL,30,7,10,7,6,6,14,4,121,19,305,40,25,7,1,0,5,235,2,17,1,27,0,0,15,30,3,0,3,0,3,3,114,4,1,81,198,9,5,3,1,20,9,7,4,2,44,2,5,1,3,0,0,2,17,6,39,6,13,12,74,6,35,1,12,0,0,15,61,9,90,10,80,3,59,1,30,2,49,20,199,2,6,5,51,13,113,21,78,20,217,15,40,12,48,5,15,5,9,61,12,81,4,46,17,117,4,14,7,-1,64,0,0,322,12,212,0,2,0,6,0,5.5,6.5,7.5,13.5,8,1,1,7,2,1,0,0,1,1,1,0,0,0
105,3241,SF,34,0,10,7,17,16,7,3,247,42,134,22,12,2,0,0,4,184,4,40,1,25,1,0,67,37,4,3,0,1,2,4,76,5,3,122,74,28,14,9,5,11,8,3,0,10,60,4,36,9,32,3,8,3,6,8,29,5,78,21,106,15,94,6,49,5,66,4,45,1,5,10,42,5,51,0,0,2,0,12,62,1,0,6,59,3,22,16,81,11,120,6,19,7,-5,3,6,3,10,88,5,31,0,0,0,0,9,30,1,0,9,2,0,480,12,164,1,2,0,10.5,0.5,14.5,4.5,12,7,1,4,2,5,1,5,7,1,1,1,0,2,2,1
106,3241,NYJ,0,0,0,0,0,1,5,3,45,17,100,30,14,3,1,3,8,303,0,0,2,73,0,0,30,23,0,0,0,0,0,0,0,0,0,0,22,5,2,2,1,10,4,5,1,1,-2,1,3,5,16,4,8,3,7,2,8,1,5,11,26,5,18,1,1,2,0,10,70,6,12,11,21,0,0,2,0,1,0,11,65,8,12,6,26,4,0,23,72,9,35,12,35,12,21,4,9,1,6,18,4,28,0,0,0,0,0,0,0,0,12,3,0,295,12,263,0,2,0,4.5,0,11.5,3,1,10,0,4,1,7,1,1,0,0,1,0,0,3,0,0
107,3242,MIN,20,10,3,7,0,9,4,2,127,28,100,26,16,2,0,0,6,259,1,77,2,109,0,0,87,29.5,2,0,0,0,2,3,76,1,0,69,27,15,7,7,1,10,4,4,2,1,5,7,54,0,0,12,45,0,0,5,13,3,10,15,60,12,62,1,5,1,5,6,22,1,17,16,45,1,27,0,0,2,0,11,72,4,4,6,7,5,28,15,70,9,11,8,52,11,37,8,6,2,6,27,7,23,2,-1,3,32,1,1,2,-1,11,0,0,160,9,224,0,2,2,8,0,10.5,9,9.5,7,1,3,2,7,0,7,0,1,0,0,1,2,2,0
108,3242,DET,13,3,3,0,7,2,17,4,55,20,286,50,30,5,0,1,5,198,3,35,0,0,0,0,72,30.5,1,1,0,0,2,2,71,3,1,16,49,7,5,1,1,23,9,8,6,5,14,3,-4,0,0,6,13,0,0,5,26,1,8,15,44,3,12,2,1,4,14,8,37,14,109,15,78,2,0,4,35,7,60,20,105,4,17,12,83,14,114,62,322,17,98,21,111,17,77,7,14,9,4,2,8,41,0,0,9,31,3,6,7,-10,33,0,0,294,12,121,0,4,0,8.5,2,6,17.5,4.5,10.5,17,2,1,11,4,6,0,1,0,0,2,2,0,0
109,3243,SEA,13,7,0,3,3,11,8,0,179,34,140,25,17,2,3,0,4,196,2,1,1,69,1,29,55,30,1,1,0,0,2,2,61,3,1,57,0,23,12,9,2,16,7,9,0,5,29,12,90,2,9,6,10,2,12,3,12,4,17,20,115,10,58,4,6,0,0,4,20,5,46,14,78,1,0,0,0,1,16,10,48,3,10,6,52,6,50,20,62,8,66,14,94,5,-20,4,9,4,8,43,5,55,9,41,8,18,7,32,1,0,20,0,0,270,10,158,1,0,0,10,1,11.5,9,11.5,7,1,5,2,2,0,3,0,1,0,1,1,1,3,0
110,3243,STL,19,3,10,3,3,2,13,0,77,25,211,30,17,2,1,0,4,156,1,18,1,10,3,40,37,30,1,0,1,0,4,4,190,2,1,33,78,9,7,2,0,15,4,5,6,2,8,2,9,0,0,8,30,3,-4,7,28,3,6,14,55,8,12,3,10,0,0,5,25,2,25,19,76,1,0,1,19,2,78,14,83,8,93,2,22,6,25,17,99,9,80,12,38,11,93,4,7,6,5,33,7,74,7,6,10,75,3,6,6,25,12,0,0,354,11,155,0,1,0,8,0,12,5,5,10,0,4,1,9,5,10,0,1,3,2,2,0,0,0
111,3244,TEN,14,0,7,0,7,8,9,0,159,28,167,27,17,4,2,1,7,326,3,9,5,107,0,0,73,27.5,2,0,2,0,0,0,0,2,2,59,70,15,10,4,1,14,8,2,4,0,0,1,4,6,31,14,104,4,21,1,2,2,-3,16,94,10,53,2,12,0,0,7,74,7,70,9,49,2,0,1,0,0,0,13,89,3,11,7,60,3,33,38,196,11,102,9,14,11,51,5,7,5,4,21,4,17,0,0,0,0,1,7,2,30,26,0,1,243,13,292,0,2,0,4,1,14,4.5,10,9.5,0,2,2,5,0,3,0,0,3,2,0,1,2,2
112,3244,HOU,38,14,0,14,10,5,11,0,97,29,202,28,20,0,0,0,6,259,4,34,2,56,2,118,3,32.5,5,1,2,2,1,1,33,3,2,16,81,16,7,7,2,15,6,4,5,5,26,5,26,2,6,3,3,3,10,5,18,6,8,12,44,10,29,7,24,0,0,8,80,9,74,8,31,1,0,1,17,1,0,9,64,3,19,7,72,9,47,9,62,11,73,9,64,8,65,5,11,4,11,41,9,92,0,0,0,0,8,25,2,13,0,0,0,339,11,250,0,4,0,9,1,10.5,6.5,8.5,10.5,0,7,5,5,1,7,14,0,1,0,0,0,0,1
113,3245,OAK,6,3,3,0,0,2,9,1,56,16,181,34,19,3,0,0,7,346,0,0,0,0,0,0,41,22.5,0,0,0,0,2,2,62,2,0,13,90,5,2,3,0,12,3,7,2,3,7,1,3,1,8,3,20,1,-3,4,13,3,8,9,29,5,28,2,-1,0,0,6,61,1,0,16,81,4,37,2,0,4,19,13,89,5,29,4,31,12,53,19,48,12,44,13,115,12,22,7,6,6,3,15,5,45,0,0,0,0,2,7,4,-8,21,0.5,1,200,10,304,0,1,0,3.5,1.5,6,6,6.5,11.5,0,4,2,6,0,2,0,1,1,1,1,0,1,0
114,3245,DEN,37,10,0,21,6,11,14,1,167,36,338,39,30,0,0,1,0,0,5,42,1,16,0,0,30,37.5,4,1,3,0,3,3,117,4,3,89,192,19,10,7,2,21,6,6,9,2,6,3,8,4,23,18,98,1,3,6,15,2,14,21,98,11,59,4,10,0,0,12,133,9,59,13,121,1,0,2,22,1,23,17,234,1,0,9,55,10,69,43,354,10,85,15,101,14,172,9,13,8,6,33,17,134,0,0,0,0,7,28,7,27,0,0,0,309,11,0,0,0,0,16,1,11.5,3,7.5,21,0,6,5,7,4,7,0,2,0,1,0,0,1,0
115,3246,MIA,21,0,13,0,8,5,15,1,87,28,394,41,26,4,2,2,5,221,2,9,1,23,2,31,40,35,2,1,1,0,2,3,59,3,1,48,229,11,8,2,1,21,9,6,6,0,0,13,47,0,0,11,41,0,0,4,-2,0,0,18,68,7,17,3,1,0,0,14,121,3,29,15,78,4,98,1,0,4,87,31,356,2,21,5,30,3,6,24,163,14,214,17,45,14,117,3,12,11,5,11,11,80,7,31,11,105,3,2,4,5,37,3,1,355,15,203,0,1,0,7.5,0,11,4.5,8.5,20.5,2,3,1,12,5,8,0,1,2,1,0,1,0,0
116,3246,ARI,24,0,0,7,14,0,18,1,28,15,269,48,29,8,2,0,9,434,4,18,3,90,2,5,62,31.5,3,0,3,0,1,1,46,3,2,0,124,4,3,1,0,20,8,6,6,1,4,5,5,0,0,5,10,0,0,4,9,0,0,9,11,5,16,1,1,0,0,19,128,2,29,22,96,2,25,1,0,2,46,24,182,15,66,5,70,4,6,48,131,21,118,18,95,17,56,9,13,7,4,14,6,18,7,9,23,129,1,1,8,22,55,2.5,0,501,15,426,0,3,0,5,0,8,6,2,20,5,1,1,11,2,3,0,2,0,0,0,2,1,2
